0 info it worked if it ends with ok
1 verbose cli [ 'node', '/usr/local/bin/npm', 'cache', 'clear' ]
2 info using npm@2.0.0
3 info using node@v0.10.32
4 verbose node symlink /usr/local/bin/node
5 silly ls normalized
6 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/.DS_Store
7 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/05fec6a6-tili-npm-xtend-4-0-0-package-tgz.lock.STALE.STALE
8 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/067ef1e7-glify-js-node-modules-source-map.lock
9 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/19e34a9b-urce-map-node-modules-source-map.lock
10 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/3a661098-scodegen-node-modules-source-map.lock
11 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/6a5809c5-urce-map-node-modules-source-map.lock
12 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/Base64
13 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/CSSselect
14 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/CSSwhat
15 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/JSONStream
16 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/abbrev
17 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/accepts
18 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/accord
19 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/adm-zip
20 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/amdefine
21 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/ansi
22 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/ansi-regex
23 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/ansi-styles
24 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/ansicolors
25 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/archive-type
26 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/archiver
27 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/archy
28 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/argparse
29 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/array-filter
30 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/array-map
31 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/array-reduce
32 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/asap
33 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/asn1
34 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/assert
35 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/assert-plus
36 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/ast-query
37 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/astw
38 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/async
39 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/autoprefixer
40 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/aws-sign
41 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/aws-sign2
42 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/b4a15db1-scodegen-node-modules-source-map.lock
43 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/base64-js
44 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/base64-url
45 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/basic-auth
46 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/basic-auth-connect
47 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/batch
48 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/bespoke
49 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/bespoke-bullets
50 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/bespoke-forms
51 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/bespoke-hash
52 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/bespoke-keys
53 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/bespoke-progress
54 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/bespoke-scale
55 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/bespoke-state
56 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/bespoke-theme-cube
57 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/bespoke-touch
58 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/binary
59 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/bl
60 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/block-stream
61 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/body-parser
62 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/boolbase
63 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/boom
64 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/bower
65 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/bower-config
66 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/bower-endpoint-parser
67 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/bower-json
68 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/bower-logger
69 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/bower-registry-client
70 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/bplist-parser
71 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/browser-pack
72 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/browser-resolve
73 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/browserify
74 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/browserify-shim
75 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/browserify-zlib
76 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/buffer
77 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/buffer-crc32
78 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/buffers
79 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/bufferstreams
80 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/builtins
81 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/bytes
82 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/c59549bb-es-glob-node-modules-graceful-fs.lock
83 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/c9aaf9f3-odules-gulp-node-modules-liftoff.lock
84 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/callsite
85 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/cardinal
86 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/caseless
87 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/chainsaw
88 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/chalk
89 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/character-parser
90 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/cheerio
91 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/cheerio-select
92 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/chmodr
93 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/chownr
94 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/class-extend
95 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/clean-css
96 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/cli-color
97 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/clone-stats
98 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/collections
99 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/colors
100 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/combine-source-map
101 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/combined-stream
102 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/commander
103 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/commondir
104 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/compressible
105 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/compression
106 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/concat-stream
107 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/concat-with-sourcemaps
108 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/config-chain
109 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/configstore
110 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/connect
111 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/connect-livereload
112 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/connect-timeout
113 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/console-browserify
114 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/constantinople
115 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/constants-browserify
116 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/convert-source-map
117 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/cookie
118 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/cookie-jar
119 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/cookie-parser
120 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/cookie-signature
121 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/cordova
122 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/cordova-js
123 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/cordova-lib
124 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/core-util-is
125 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/crc
126 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/cross-spawn
127 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/cryptiles
128 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/crypto-browserify
129 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/csrf
130 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/css
131 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/css-parse
132 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/css-stringify
133 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/csso
134 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/csurf
135 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/ctype
136 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/cycle
137 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/d
138 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/d86446b3--postcss-node-modules-source-map.lock
139 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/dargs
140 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/date-now
141 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/dateformat
142 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/debowerify
143 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/debug
144 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/decompress
145 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/decompress-tar
146 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/decompress-tarbz2
147 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/decompress-targz
148 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/decompress-unzip
149 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/decompress-zip
150 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/deep-equal
151 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/deep-extend
152 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/deepmerge
153 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/defined
154 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/delayed-stream
155 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/dep-graph
156 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/depd
157 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/deprecated
158 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/deps-sort
159 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/derequire
160 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/destroy
161 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/detective
162 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/dezalgo
163 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/diff
164 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/dom-serializer
165 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/domain-browser
166 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/domelementtype
167 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/domhandler
168 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/domutils
169 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/download
170 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/duplexer
171 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/duplexer2
172 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/each-async
173 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/ee-first
174 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/elementtree
175 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/end-of-stream
176 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/entities
177 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/errorhandler
178 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/es5-ext
179 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/es6-iterator
180 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/es6-symbol
181 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/escape-html
182 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/escape-string-regexp
183 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/escodegen
184 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/escope
185 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/esprima
186 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/esprima-fb
187 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/esrefactor
188 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/estraverse
189 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/esutils
190 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/etag
191 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/event-emitter
192 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/event-stream
193 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/events
194 verbose gentlyRm vacuuming /Users/giorgionatili/.npm/express-session
